// Taekwon Mission Summonable Monsters Database
//
// Structure of Database:
// MobRandomGroupID,MobID,DummyName,Rate

MOBG_Taekwon_Mission,0,Scorpion,1001
MOBG_Taekwon_Mission,1001,蠍子,1
MOBG_Taekwon_Mission,1002,波利,1
MOBG_Taekwon_Mission,1004,蜂兵,1
MOBG_Taekwon_Mission,1005,吸血蝙蝠,1
MOBG_Taekwon_Mission,1007,綠棉蟲,1
MOBG_Taekwon_Mission,1008,蟲蛹,1
MOBG_Taekwon_Mission,1009,禿鷹,1
MOBG_Taekwon_Mission,1010,樹精,1
MOBG_Taekwon_Mission,1011,蒼蠅,1
MOBG_Taekwon_Mission,1012,羅達蛙,1
MOBG_Taekwon_Mission,1013,狼,1
MOBG_Taekwon_Mission,1014,魔菇,1
MOBG_Taekwon_Mission,1015,腐屍,1
MOBG_Taekwon_Mission,1016,邪骸弓箭手,1
MOBG_Taekwon_Mission,1018,克瑞米,1
MOBG_Taekwon_Mission,1019,大嘴鳥,1
MOBG_Taekwon_Mission,1020,曼陀羅魔花,1
MOBG_Taekwon_Mission,1023,獸人戰士,1
MOBG_Taekwon_Mission,1024,森靈,1
MOBG_Taekwon_Mission,1025,青蛇,1
MOBG_Taekwon_Mission,1026,殭屍,1
MOBG_Taekwon_Mission,1028,邪骸士兵,1
MOBG_Taekwon_Mission,1029,蛇女伊絲,1
MOBG_Taekwon_Mission,1030,毒蛇,1
MOBG_Taekwon_Mission,1031,波波利,1
MOBG_Taekwon_Mission,1032,木乃伊犬,1
MOBG_Taekwon_Mission,1033,長老樹精,1
MOBG_Taekwon_Mission,1034,達拉蛙,1
MOBG_Taekwon_Mission,1035,赤蒼蠅,1
MOBG_Taekwon_Mission,1036,綠腐屍,1
MOBG_Taekwon_Mission,1037,黑蛇,1
MOBG_Taekwon_Mission,1040,巨石怪,1
MOBG_Taekwon_Mission,1041,木乃伊,1
MOBG_Taekwon_Mission,1042,綠蒼蠅,1
MOBG_Taekwon_Mission,1044,人魚,1
MOBG_Taekwon_Mission,1045,馬克,1
MOBG_Taekwon_Mission,1047,大嘴鳥蛋,1
MOBG_Taekwon_Mission,1048,盜蟲卵,1
MOBG_Taekwon_Mission,1049,小雞,1
MOBG_Taekwon_Mission,1050,蛋殼小雞,1
MOBG_Taekwon_Mission,1051,盜蟲,1
MOBG_Taekwon_Mission,1052,搖滾蝗蟲,1
MOBG_Taekwon_Mission,1053,浮勒盜蟲,1
MOBG_Taekwon_Mission,1054,瑪勒盜蟲,1
MOBG_Taekwon_Mission,1055,摩卡,1
MOBG_Taekwon_Mission,1056,貍貓,1
MOBG_Taekwon_Mission,1057,溜溜猴,1
MOBG_Taekwon_Mission,1058,重金屬蝗蟲,1
MOBG_Taekwon_Mission,1060,大腳熊,1
MOBG_Taekwon_Mission,1061,夢魘,1
MOBG_Taekwon_Mission,1062,聖誕波利,1
MOBG_Taekwon_Mission,1063,瘋兔,1
MOBG_Taekwon_Mission,1064,邪骸食人魚,1
MOBG_Taekwon_Mission,1065,海神,1
MOBG_Taekwon_Mission,1066,螃蟹,1
MOBG_Taekwon_Mission,1067,卡那多斯,1
MOBG_Taekwon_Mission,1068,海葵,1
MOBG_Taekwon_Mission,1069,異變魚,1
MOBG_Taekwon_Mission,1070,庫克雷,1
MOBG_Taekwon_Mission,1071,邪骸海盜,1
MOBG_Taekwon_Mission,1072,卡浩,1
MOBG_Taekwon_Mission,1073,卡拉蟹,1
MOBG_Taekwon_Mission,1074,貝殼魔靈,1
MOBG_Taekwon_Mission,1076,邪骸戰士,1
MOBG_Taekwon_Mission,1077,毒魔菇,1
MOBG_Taekwon_Mission,1088,蝗蟲之王,1
MOBG_Taekwon_Mission,1089,蛙王,1
MOBG_Taekwon_Mission,1090,波利之王,1
MOBG_Taekwon_Mission,1091,龍蠅,1
MOBG_Taekwon_Mission,1092,流浪之狼,1
MOBG_Taekwon_Mission,1093,藍瘋兔,1
MOBG_Taekwon_Mission,1094,蝸牛,1
MOBG_Taekwon_Mission,1095,白蟻,1
MOBG_Taekwon_Mission,1096,天使波利,1
MOBG_Taekwon_Mission,1097,白蟻幼蟲,1
MOBG_Taekwon_Mission,1098,胡狼頭神,1
MOBG_Taekwon_Mission,1099,艾吉歐蜈蚣,1
MOBG_Taekwon_Mission,1100,艾斯蜘蛛,1
MOBG_Taekwon_Mission,1101,小巴風特,1
MOBG_Taekwon_Mission,1102,巫婆,1
MOBG_Taekwon_Mission,1103,刺蝟蟲,1
MOBG_Taekwon_Mission,1104,松鼠,1
MOBG_Taekwon_Mission,1105,兵蟻,1
MOBG_Taekwon_Mission,1106,沙漠之狼,1
MOBG_Taekwon_Mission,1107,沙漠幼狼,1
MOBG_Taekwon_Mission,1108,狄奧斯,1
MOBG_Taekwon_Mission,1109,小惡魔,1
MOBG_Taekwon_Mission,1110,土人,1
MOBG_Taekwon_Mission,1111,紅蝙蝠,1
MOBG_Taekwon_Mission,1113,土波利,1
MOBG_Taekwon_Mission,1114,獵蠅,1
MOBG_Taekwon_Mission,1116,轉轉蛋,1
MOBG_Taekwon_Mission,1117,闇神官,1
MOBG_Taekwon_Mission,1118,噬人花,1
MOBG_Taekwon_Mission,1119,傘蜥,1
MOBG_Taekwon_Mission,1120,幽靈波利,1
MOBG_Taekwon_Mission,1121,基爾瑟,1
MOBG_Taekwon_Mission,1122,刺刀哥布靈,1
MOBG_Taekwon_Mission,1123,鏈錘哥布靈,1
MOBG_Taekwon_Mission,1124,大斧哥布靈,1
MOBG_Taekwon_Mission,1125,榔頭哥布靈,1
MOBG_Taekwon_Mission,1126,刺錘哥布靈,1
MOBG_Taekwon_Mission,1127,蚯蚓,1
MOBG_Taekwon_Mission,1128,鍬形蟲,1
MOBG_Taekwon_Mission,1129,鬼火,1
MOBG_Taekwon_Mission,1130,南瓜先生,1
MOBG_Taekwon_Mission,1131,裘卡,1
MOBG_Taekwon_Mission,1132,卡利斯格,1
MOBG_Taekwon_Mission,1133,大斧犬妖,1
MOBG_Taekwon_Mission,1134,榔頭犬妖,1
MOBG_Taekwon_Mission,1135,刺錘犬妖,1
