// This file contains the items sold in the ingame cash shop
//
// The structure of the file is
// 類型, 道具ID, 價格
//
// 類型:
//    0: 新品
//    1: 熱賣
//    2: 限量
//    3: 租賃
//    4: 裝備
//    5: 增益
//    6: 治癒
//    7: 其他
//    8: 打折
//
// price:
//    price of the defined item in cash points

0,36000,2000
0,36001,2000
0,36002,2000
0,36003,2000
0,36004,2000
0,36005,2000
0,36006,2000
0,36007,2000
0,36008,2000
0,17156,200
0,14229,60
0,14296,60
0,14297,60
0,14298,60
0,14664,60
0,14665,60
0,14666,60
0,14667,60
0,16245,60
0,16253,60
0,16257,60
0,16446,60
0,16456,60
0,16631,60
0,16675,60
0,17209,60
0,17210,60
0,17211,60
0,17212,60
0,17234,60

1,607,5
1,7621,35
1,12901,5
1,12591,5
1,12214,20
1,12103,99
1,7650,450
1,6635,250
1,13710,600
1,12790,999
1,31740,899
1,31741,699
1,31743,499
1,31744,299

2,13740,12
2,13741,20
2,13742,55
2,13743,12
2,13744,20
2,13745,55
2,16393,30
2,16394,60
2,16395,30
2,16396,60
2,6231,699
2,6235,699
2,6665,29
2,6484,29
2,13717,30
2,13858,30
2,12915,15
2,16258,30//高密度鈽鐳礦石5入箱子
2,16259,30//高密度鈣礦石5入箱子
2,16260,58//高密度鈽鐳礦石10入箱子
2,16261,58//高密度鈣礦石10入箱子
2,6423,20//海神之憤怒
2,6417,20
2,12909,15//隨地倉庫使用券箱子
2,12920,30//農呂
2,12921,30//農神
2,16753,70//住五
2,16755,70//住防
2,12900,15//經驗
2,16765,40//捕章魚棍 23小時
2,16766,120//捕章魚棍 3天
2,16767,280//捕章魚棍 7天
2,16764,100//海神護身符箱子 15天
2,16557,20//護貝藥化學頭盔保護卷軸10個箱子
2,16558,20//護貝藥化學盾牌保護卷軸10個箱子
2,16559,20//護貝藥化學鎧甲保護卷軸10個箱子
2,16560,20//護貝藥化學武器保護卷軸10個箱子
2,12903,10
2,12904,10
2,12905,10
2,12906,10
2,12907,10
2,12908,10
2,12429,3
2,12430,3
2,12431,3
2,12432,3
2,12433,3
2,12434,3

3,23436,100
3,23926,5000
3,9550,20
3,9551,20
3,100023,20
3,100025,20
3,23546,100
3,23547,100
3,23675,20
3,23676,20
3,23677,20
3,23678,20
3,23679,20
3,23706,20
3,23707,20
3,23778,100
3,23818,100
3,23819,500
3,23821,500
3,23822,500
3,23823,500
3,23824,500
3,23825,500
3,23826,500


4,5793,90
4,5402,190
4,5527,150
4,18785,290
4,5372,150
4,18528,390
4,18694,200
4,18599,199
4,5283,190
4,5421,190
4,18754,190
4,2202,990
4,2204,190
4,5361,190
4,5657,190
4,5362,90
4,5518,350
4,5375,350
4,5506,190
4,18503,590
4,5468,190
4,18657,300
4,18539,390
4,18844,390//藍波利氣球
4,18918,390//小章魚氣球
4,18859,390//天使波利氣球
4,18917,390//心心相印氣球
4,18962,390//圓仔
4,18914,490//惡魔小跟班
4,5325,190//機械電眼
4,5376,390//撒旦惡魔翅膀
4,18522,390//邪惡神聖遊行者帽
4,18601,490//紅色麵包帽
4,18600,490//貓耳貝雷帽
4,18937,500//愛的記憶
4,5311,100//大芙蓉花
4,5654,100//紅色指揮帽
4,5665,100//薩滿之帽
4,5564,150//詐欺王冠
4,18563,590//心型羽翼髮夾
4,18891,190//哈士奇帽子
4,5518,390//大型山羊頭盔
4,5585,390//盧恩繩結髮圈
4,5584,390//惡靈山羊頭盔
4,5360,390//修咖巴殷的黑貓耳朵
4,5359,390//飛空艇船長之帽
4,18729,490//MVP籃球帽
4,5497,490//虎王帽
4,18934,520//狐狸耳朵鈴鐺髮帶
4,18509,490//2010 RWC慶祝帽
4,5286,190//七彩大嘴鳥的翅膀
4,18852,399
5,5914,520
5,5979,520
5,20062,520
5,20285,520
5,20435,520
5,20325,520
5,20209,520
5,20240,520
5,20525,320
5,19871,320
5,20526,320
5,20502,320
5,20504,320
5,20737,320
5,20762,320
5,20764,320
5,31383,99
5,31575,99
5,31062,99
5,31063,99
5,31064,99
5,31065,99
5,31066,99
5,31067,99
5,31068,99
5,31069,99
5,31070,99
5,31210,99
5,31211,99
5,31212,99
5,31213,99
5,31214,99
5,31215,99
5,31216,99
5,31217,99
5,31226,99
5,31227,99
5,31228,99
5,31229,99
5,31230,99
5,31231,99
5,31232,99
5,31233,99
5,31406,99
5,31273,99
5,31274,99
5,31275,99
5,31276,99
5,31277,99
5,31278,99
5,20357,99
5,20358,99
5,20359,99
5,20360,99
5,20361,99
5,20362,99
5,20363,99
5,31279,99
5,31280,99
5,31281,99
5,31282,99
5,31283,99
5,31284,99
5,31285,99
5,31286,99
5,31287,99
5,31288,99
5,31079,99
5,31080,99
5,31081,99
5,31082,99
5,31083,99
5,31084,99
5,31085,99
5,31086,99
5,20255,99
5,31450,99
5,31405,99
5,31407,99
5,31329,99
5,31369,99
5,31370,99
5,31149,99
5,20798,99
5,31027,99
5,31028,99
5,31029,99
5,31033,99
5,31045,99
5,31052,99
5,31092,99
5,31120,99
5,31126,99
5,31136,99
5,31139,99
5,31141,99
5,31164,99
5,31165,99
5,31176,99
5,31177,99
5,31183,99
5,31185,99
5,31308,99
5,31309,99
5,31315,99
5,31331,99
5,31376,99
5,31379,99
5,31381,99
5,31390,99
5,31415,99
5,31439,99
5,31448,99
5,31451,99
5,31040,99
5,20499,99
5,31318,99
5,20279,99
5,20321,99
5,19954,99
5,20034,99
5,20113,99
5,20032,99
5,20324,99
5,20084,99
5,20098,99
5,20100,99
5,20112,99
5,20113,99
5,20116,99
5,20134,99
5,20192,99
5,20218,99
5,20256,99
5,20258,99
5,20259,99
