// Dead Branch Summonable Monsters Database
//
// Structure of Database:
// MobRandomGroupID,MobID,DummyName,Rate

MOBG_Branch_Of_Dead_Tree,0,Scorpion,1001
MOBG_Branch_Of_Dead_Tree,1001,蠍子,214285
MOBG_Branch_Of_Dead_Tree,1002,波利,1000000
MOBG_Branch_Of_Dead_Tree,1004,蜂兵,357142
MOBG_Branch_Of_Dead_Tree,1005,吸血蝙蝠,357142
MOBG_Branch_Of_Dead_Tree,1007,綠棉蟲,428571
MOBG_Branch_Of_Dead_Tree,1008,蟲蛹,71428
MOBG_Branch_Of_Dead_Tree,1009,禿鷹,357142
MOBG_Branch_Of_Dead_Tree,1010,樹精,357142
MOBG_Branch_Of_Dead_Tree,1011,蒼蠅,357142
MOBG_Branch_Of_Dead_Tree,1012,羅達蛙,357142
MOBG_Branch_Of_Dead_Tree,1013,狼,357142
MOBG_Branch_Of_Dead_Tree,1014,魔菇,357142
MOBG_Branch_Of_Dead_Tree,1015,腐屍,357142
MOBG_Branch_Of_Dead_Tree,1016,邪骸弓箭手,214285
MOBG_Branch_Of_Dead_Tree,1018,克瑞米,357142
MOBG_Branch_Of_Dead_Tree,1019,大嘴鳥,357142
MOBG_Branch_Of_Dead_Tree,1020,曼陀羅魔花,357142
MOBG_Branch_Of_Dead_Tree,1023,獸人戰士,214285
MOBG_Branch_Of_Dead_Tree,1024,森靈,357142
MOBG_Branch_Of_Dead_Tree,1025,青蛇,357142
MOBG_Branch_Of_Dead_Tree,1026,殭屍,214285
MOBG_Branch_Of_Dead_Tree,1028,邪骸士兵,214285
MOBG_Branch_Of_Dead_Tree,1029,蛇女伊絲,71428
MOBG_Branch_Of_Dead_Tree,1030,毒蛇,214285
MOBG_Branch_Of_Dead_Tree,1031,波波利,357142
MOBG_Branch_Of_Dead_Tree,1032,木乃伊犬,214285
MOBG_Branch_Of_Dead_Tree,1033,長老樹精,214285
MOBG_Branch_Of_Dead_Tree,1034,達拉蛙,214285
MOBG_Branch_Of_Dead_Tree,1035,赤蒼蠅,71428
MOBG_Branch_Of_Dead_Tree,1036,綠腐屍,214285
MOBG_Branch_Of_Dead_Tree,1037,黑蛇,71428
MOBG_Branch_Of_Dead_Tree,1040,巨石怪,214285
MOBG_Branch_Of_Dead_Tree,1041,木乃伊,214285
MOBG_Branch_Of_Dead_Tree,1042,綠蒼蠅,357142
MOBG_Branch_Of_Dead_Tree,1044,人魚,214285
MOBG_Branch_Of_Dead_Tree,1045,馬克,214285
MOBG_Branch_Of_Dead_Tree,1047,大嘴鳥蛋,71428
MOBG_Branch_Of_Dead_Tree,1048,盜蟲卵,71428
MOBG_Branch_Of_Dead_Tree,1049,小雞,357142
MOBG_Branch_Of_Dead_Tree,1050,蛋殼小雞,357142
MOBG_Branch_Of_Dead_Tree,1051,盜蟲,357142
MOBG_Branch_Of_Dead_Tree,1052,搖滾蝗蟲,357142
MOBG_Branch_Of_Dead_Tree,1053,浮勒盜蟲,357142
MOBG_Branch_Of_Dead_Tree,1054,瑪勒盜蟲,357142
MOBG_Branch_Of_Dead_Tree,1055,摩卡,357142
MOBG_Branch_Of_Dead_Tree,1056,貍貓,357142
MOBG_Branch_Of_Dead_Tree,1057,溜溜猴,357142
MOBG_Branch_Of_Dead_Tree,1058,重金屬蝗蟲,214285
MOBG_Branch_Of_Dead_Tree,1060,大腳熊,214285
MOBG_Branch_Of_Dead_Tree,1061,夢魘,71428
MOBG_Branch_Of_Dead_Tree,1062,聖誕波利,357142
MOBG_Branch_Of_Dead_Tree,1063,瘋兔,357142
MOBG_Branch_Of_Dead_Tree,1064,邪骸食人魚,214285
MOBG_Branch_Of_Dead_Tree,1065,海神,214285
MOBG_Branch_Of_Dead_Tree,1066,螃蟹,357142
MOBG_Branch_Of_Dead_Tree,1067,卡那多斯,214285
MOBG_Branch_Of_Dead_Tree,1068,海葵,357142
MOBG_Branch_Of_Dead_Tree,1069,異變魚,214285
MOBG_Branch_Of_Dead_Tree,1070,庫克雷,357142
MOBG_Branch_Of_Dead_Tree,1071,邪骸海盜,214285
MOBG_Branch_Of_Dead_Tree,1072,卡浩,71428
MOBG_Branch_Of_Dead_Tree,1073,卡拉蟹,214285
MOBG_Branch_Of_Dead_Tree,1074,貝殼魔靈,357142
MOBG_Branch_Of_Dead_Tree,1076,邪骸戰士,357142
MOBG_Branch_Of_Dead_Tree,1077,毒魔菇,357142
MOBG_Branch_Of_Dead_Tree,1078,紅草,71428
MOBG_Branch_Of_Dead_Tree,1079,藍草,71428
MOBG_Branch_Of_Dead_Tree,1080,綠草,71428
MOBG_Branch_Of_Dead_Tree,1081,黃草,71428
MOBG_Branch_Of_Dead_Tree,1082,白草,71428
MOBG_Branch_Of_Dead_Tree,1083,光芒草,71428
MOBG_Branch_Of_Dead_Tree,1084,黑菇,71428
MOBG_Branch_Of_Dead_Tree,1085,紅菇,71428
MOBG_Branch_Of_Dead_Tree,1088,蝗蟲之王,71428
MOBG_Branch_Of_Dead_Tree,1089,蛙王,71428
MOBG_Branch_Of_Dead_Tree,1090,波利之王,71428
